item_id,russian_description,english_description
8c8ab100a7d3,"Компрессионные чулки Venoteks, размер М, цвет бежевый. Одевала 1 раз. Изготовитель Германия.","Compression stockings Venoteks, size M, color beige. She dressed 1 time. The manufacturer is Germany."
8c8b6baa2121,"Хорошее состояние , пластиковое окно , в комнате душевая кабинка  , один собственник .","Good condition, plastic window, in the room shower cubicle, one owner."
8c9aa0d712ee,"Продам детский купальник для танцев, очень красиво смотрится на девочке. Подойдет на рост 134см","Selling a children's swimsuit for dancing, it looks very nice on the girl. Suitable for height 134cm"
8ca02753e10f,"Продам Wi-Fi роутер TEW-652BRP (TRENDnet). Исправный, состояние хорошее. Блок питания в комплекте.","I sell a Wi-Fi router TEW-652BRP (TRENDnet). Good, good condition. Power supply included."
8cc1de2db2dc,"Б/у,в хорошем состоянии,черного цвета,р.примерно44-48,просьба звонить после 18.00","Used, in good condition, black, r.approximately 44-48, please call after 18.00"
8cc850cf323b,"Шезлонг фирмы Mohtercare, в идеальном состоянии","Chaise longue from Mohtercare, in perfect condition"
8cee50a2ff23,Продам лампу для проектора Panasonic ET -LAD 60A. Новая,Selling lamp for the projector Panasonic ET-LAD 60A. New
8cf82c30e96d,Швейная машинка по моему 65 года антиквариат,Sewing machine in my 65-year antiques
8cf9c0b63bb6,"Пальто демисезонное SAVAGE, светлое, с поясом, ткань жатая, с пропиткой. Длина в районе колена. Практически новое. Снизу на подоле легкий темный отпечаток. Необходимо удалять специальным средством.","Coat is demi seasonal SAVAGE, light, with a belt, a cloth harness, with impregnation. Length in the region of the knee. Practically new. Beneath the hem is a light, dark imprint. It must be removed with a special tool."
8d0229a65ccd,"Триколор МТС. Телекарта. НТВ+ Эфирное цифровое телевидение./
Установка,настройка,ремонт.Обмен Триколор","Tricolor MTS. Telecard. NTV + Digital terrestrial television. /\nInstallation, adjustment, repair. Exchange Tricolor"
8d1305acdb31,"б/у 1 сезон , торг ! (весна ,осень)","used 1 season, auction! (spring, autumn)"
8d163fd01024,None,None
8d2341919f5a,Демисезонная,Demi-season
8d2bb74001f1,"Стиральная машина Hotpoint-Ariston ,в эксплуатации была три года.","Washing machine Hotpoint-Ariston, in operation was three years."
8d36ac4b56d6,"Продам хороший теплый  дом , во дворе асфальт,  улица асфальтирована, баня 3 на 5,","Selling a good warm house, in the courtyard of asphalt, the street is asphalted, a bath 3 on 5,"
8d376a2597a2,"Аквариум производство  Agua house в отличном состоянии, стекло 8мм. крышка с вентилятором и лампами (розовая и синяя). Внешний фильтр, внутренняя помпа, компрессор, обогреватель, грунт, рыбы (цихлиды). Помогу с доставкой.","Aquarium production Agua house in excellent condition, glass 8mm. cover with a fan and lamps (pink and blue). External filter, internal pump, compressor, heater, primer, fish (cichlids). I will help with delivery."
8d4fef5c4be6,Блуза женская. Плотный шелк. Цвет серо-стальной принт леопардовый. Оригинальный крой рукава.,Blouse is a woman. Thick silk. Color gray-steel print leopard. Original cut of sleeves.
8d9b1b85b9ea,Новые кроссовки lacoste,New sneakers lacoste
8daaab844428,"Продаётся СД проигрыватель от знаменитого производителя полностью в рабочем состоянии, внешний вид на фото...Возможен обмен на радиоаппаратуру 70х-80х-90х годов с моей или вашей доплатой.../
По вашему желанию отправляю в любой регион...Огромная просьба звонить с 10.00 до 21.00 в остальное время СМС отвечу в удобное время...","Sale CD player from the famous manufacturer is fully operational, the appearance of the photo ... You can exchange radio equipment 70\u0445-80\u0445-90\u0445 with my or your surcharge ... /\nAt your request I send to any region ... Huge request to call from 10.00 to 21.00 the rest of the time SMS will be answered at a convenient time ..."
8db230b4b402,"Зима-Весна куртка Converse. Новая. Не носилась. Прислали в подарок из Америки. Но похожая есть, вот и продаем. Ткань качественная. Фирменная. размер 46+( если придете покупать до 18 марта-отдадим за 1800р!После та же цена будет))","Winter-Spring Converse jacket. New. Not worn. They sent a gift from America. But there is a similar, here we are selling. Fabric quality. Firm. size 46+ (if you come to buy until March 18, give for 1800r! After the same price will be))"
8db2b9bc328d,"телефон купил в декабре 2016, телефон с гарантией. покупал под работу,но сфера деятельности сменилась и теперь не нужен. состояние идеально, после покупки проверил весь функционал на исправность и больше не пользовался./
Мобильный телефон PHILIPS Xenium E570 выполнен из надежных и долговечных материалов и прослужит вам не один год. Он идеально сочетает в себе все необходимые для данных девайсов параметры и демократичную цену. Модель располагает возможностью использования двух сим-карт, благодаря чему легко разграничить личные и рабочие контакты. Устройство имеет 2,8-дюймовый экран, чего вполне достаточно для корректного отображения всей необходимой информации, что выводится на дисплей (разрешение 320×240 пикселей). Для создания фото модель предусматривает камеру на 2 Мп. Мобильный телефон PHILIPS Xenium E570 имеет и внутреннюю память объемом 32 Гб, благодаря чему вы сможете хранить в устройстве свои любимые мультимедийные файлы. К тому же он поддерживает карты формата microSD, что позволит расширить память устройства. С другим оборудованием девайс коммутирует посредством разъема Micro USB и используя беспроводную технологию Bluetooth. В режиме разговора телефон может «держать батарею» до 58 часов, в режиме ожидания — 4080 ч.","Condition of new /\nsmartphone, Android 5.1 /\nsupport for two SIM cards /\nscreen 4.5 \ the resolution of 854x480 /\ncamera 5 MP /\nmemory 8 GB, memory card slot /\n3G, 4G LTE, Wi-Fi, Bluetooth, GPS /\nthe amount of RAM 1 GB /\nbattery 2000 mAh /\nweight 137 g, WxHxT 66.60x130.50x9.98 mm"
8dcc08e9e4fb,None,None
8dcdc10054be,"✔ Ознакомьтесь с ассортиментом нашего магазина, нажав на ссылку ""МИР УДИВИТЕЛЬНЫХ ТОВАРОВ"" под объявлением./
 /
✔ Наши товары вы можете приобрести в розницу по адресам:/
 /
-пр.Победы 168 (Теплотех), оф. 21 (2-й этаж)/
 /
-Комсомольский пр. 64а, ТЦ Комсомольский (цокольный этаж)/
/
!!!ВНИМАНИЕ!!! /
 /
На последних двух фото точное местонахождение наших магазинов и схема проезда!/
/
===================================/
 /
 Внимание!!!/
 /
Наши ламзаки сделаны из прочного материала в НИДЕРЛАНДАХ имеется соответсвующий сертификат и бирка на LAMZAC на лежаке и рюкзаке!/
 /
Не сравнивайте с КИТАЙСКОЙ подделкой!/
 /
ГАРАНТИЯ 6 МЕС.!/
 /
Теперь вы не будете испытывать дискомфорт от галечного настила пляжной зоны, а песчаный берег вас будет только радовать! Вы не почувствуете своим телом ни единого камешка и песчинки, наслаждаясь природой! С надувным лежаком Lamzac (Ламзак) вас ждет совершенно комфортный отдых! Уникальное строение надувного изделия Надувной шезлонг, выполненный из прочного цветного нейлона, имеет две сообщающиеся секции. Внутри предусмотрен полиэтиленовый вкладыш. Горловина надувного лежака Lamzac снабжена магнитной лентой с надежными фиксаторами./
 /
Для эксплуатации данного изделия вам не придется его надувать специальными приспособлениями, а тем более прилагать усилия, напрягать грудную клетку, выполняя принудительные сильные выдохи./
 /
Достаточно раскрыть магнитные клапаны, совершить несколько взмахов руками, чтобы воздух заполнил внутреннее пространство мешка./
 /
ХАРАКТЕРИСТИКИ/
 /
Вес (с сумкой): 1.2 кг/
В сложенном виде: 18 x 35 см/
В разложенном виде: 220 x 70 см/
Максимальный выдерживаемый вес: 200 кг/
 /
КОМПЛЕКТАЦИЯ/
 /
Сумка для переноски/
Надувной лежак/
Инструкция на русском языке/
/
===================================/
 /
✔ доставка по Челябинску – от 150 руб. От 2000 руб. – доставка в подарок!/
 /
✔ если товар вдруг закончился, мы сообщим вам о поступлении!/
 /
✔ постоянным покупателям еще дешевле!/
 /
✔ более 50 магазинов по всей России!/
 /
✔ каждому покупателю – подарок!/
 /
✔ работаем ЕЖЕДНЕВНО!/
 /
✔ гарантия на все товары!/
 /
✔ политика низких цен!/
/
☎ ЗВОНИТЕ ПРЯМО СЕЙЧАС и получите консультацию по товару/
 /
____________________________________________/
 /
ЕЩЕ БОЛЬШЕ НУЖНЫХ ВАМ ТОВАРОВ НА ФОТОГРАФИЯХ НИЖЕ/
 /
↓ ↓ ↓ ↓ ↓ ↓ ↓ ↓ ↓ ↓ ↓ ↓ ↓ ↓ ↓ ↓ ↓ ↓ ↓ ↓ ","Check out the full range of our store by clicking on the blue link \""The World of Amazing Goods\"" /\nOur Shops in Gordeevsky and Nagorny department store. /\n!!!ATTENTION!!! At the last photo, the exact location of our shops and the map! /\n\u00a0/\n\u06e9\u06de\u06e9 \u06e9\u06de\u06e9 \u06e9\u06de\u06e9 \u0b9c \u0b9c \u0b9c \u0b9c \u0b9c \u0b9c \u0b9c /\n\u00a0/\nBreeches will allow to get rid of excess weight without special diets and intensive painful physical exercises.\n\u00a0/\nThe breeches are made of innovative material, thanks to which you will have an excellent opportunity to lose weight 4 times faster, bring the muscles into tone, and your figure into the desired shape.\nEfficiency is achieved due to the usual increase in body temperature. Material bridge accelerates heat exchange, active perspiration begins. /\n\u00a0/\nIMPORTANT and distinctive point - your sweat no one notices, since the breeches always remain dry, a special porous lining absorbs all the moisture.\nAs a result - the result achieved: /\n1. Weight reduction /\n2. The appearance of the waist /\n3. Thin hips and abdomen /\n4. Removal with sweat of harmful toxins accumulated under the skin /\n5. Improvement of overall well-being /\n6. Readiness for the summer season /\nThe fabric is soft and light, pleasant to the touch. Breeches you can wear, like outer clothing, or under clothing, where they will be invisible. Together with the shorts, you will also receive a measuring tape that will allow you to notice the amazing transformations in your figure.\n/\nThe kit includes: /\n- Breeches for weight loss /\n- Comfortable sports bag /\n- Measuring tape/\n- Instructions for use /\nCare of the breeches: /\n- hand wash at 30 \u00b0 C, /\n- PROHIBITED: drying in the washing machine, dry cleaning, ironing /\nCharacteristics : /\n- Black color/\n- Composition: 30% nylon, 40% neoprene, 30% polyester /\n- Size: L /\n- Warranty period: 6 months /\nCountry of origin: China /\n\u00a0/\n/ RTI & gt; is\n\u00a0/\nOur shops are located at: /\n\u00a0/\n1. Gordeevskaya street 2\u0430 - GORDEEVSKY UNIVERMAK, 3 floor of a new building /\n\u00a0/\nentrance from the store \""Textile Ivanovo\"" - from 09.00 to 20.00 /\n\u00a0/\n2. sq. Sovetskaya 3 - Nagornyi department store, 2 floor - from 10.00 to 20.00 /\n\u00a0/\nIs /\n\u00a0/\n\u2740\u2740\u2740\u2740\u2740\u2740\u2740Why our customers are always satisfied\u2740\u2740\u2740\u2740\u2740\u2740\u2740 /\n\u2714my on avito since 2011, as evidenced by our GOLD MEDAL from avito in the graph of the seller! /\n\u2714more than 50 stores across Russia, which allows us to keep the lowest prices due to direct supplies from factories /\n\u2714 Excellent quality and huge assortment! /\n\u2714Gifts for purchases from 3000 rub /\n\u2714A lot of goods are covered by a 6 month warranty /\n\u2714all goods in stock (if something has ended - it, as a rule, is in transit) /\n\u2714delivery in the city 200 rubles, when ordering for 3000 rubles - free shipping! /\n\u2714Working DAILY! /\n\u00a0/\n\u260e CALL RIGHT NOW and get advice on the product /\n\u00a0/\n________________________ /\n\u00a0/\nWe work with JV, Dropship and Opt! Ask for the price! /\n________________________ /\nWe will be glad to see you among our satisfied customers! /\nLOOK OUR ASSORTMENT ON PHOTOS BELOW /\n\u2193 \u2193 \u2193 \u2193 \u2193 \u2193 \u2193 \u2193 \u2193 \u2193 \u2193 \u2193 \u2193 \u2193 \u2193 \u2193 \u2193 \u2193 \u2193 \u2193 \u2193 \u2193 \u2193 \u2193 \u2193 \u2193 \u2193 \u2193 \u2193 \u2193"
8dcfd074962b,"; Опции: Антиблокировочная система (ABS), Подушки безопасности водителя, Подушки безопасности боковые, Кондиционер, CD, MP3, Электростеклоподъемники передние, Гидроусилитель руля, Электропривод зеркал. Наш автоцентр также оказывает такие услуги как: антикорозийная обработка кузова; антикор, антигравий, установка подкрылков; установка сигнализаций и доп. Оборудования; замена масла ДВС, КПП; ремонт вмятин без покраски, от 500 рублей; шиномонтаж; продажа резины с пробегом, Б/У , новые шины; покрас элементов кузова.","; Options: ABS (Antilock Braking System), Driver air bags, Side airbags, Air conditioner, CD, MP3, Power windows front, Power steering, Power mirrors. Our car center also provides such services as: anti-corrosion treatment of the body; anticorrosion, anti-gravel, installation of underframes; installation of alarms and add. Equipment; replacement of engine oil, gearbox; repair dents without painting, from 500 rubles; tire fitting; sale of rubber with mileage, used, new tires; body coloring."
8de8248c19b8,"Натуральная кожа, имеется 2 ремешка. Dkny","Genuine leather, there are 2 straps. Dkny"
8df21fc8f619,"Продам халат медицинский, размер 52. Одет несколько раз, в отличном состоянии. Длинный рукав.","Selling medical robe, size 52. Dressed several times, in excellent condition. Long sleeve."
8e0085087c01,"Продам костюм для куклы Baby Born /
Для куклы ростом 43 см /
Остальные вопросы по телефону 😀😊😆",Selling a suit for a doll Baby Born /\nFor a doll growing 43 cm /\nOther questions by phone NUM_EMOJIS: 3
8e0322bfe005,Сдам Акцент. В хорошем состоянии. Полной комплектации. Требования к арендателю: уфимская прописка( максимум 50км от Уфы) без судимостей. Залог в размере 5000р. Подробную информацию можете узнать по телефону.,"I'll hand over Accent. In a good condition. Complete configuration. Requirements for the tenant: Ufa residence permit (maximum 50 km from Ufa) without a criminal record. The deposit in the amount of 5000 rub. For more information, please call."
8e0e389c7e99,плащ новый с этикеткой. очень красиво смотрится.,raincoat new with label. looks very nice.
8e1855ba78e7,Продам утеплённый  вельветовый комбинезон для девочки,Sell \u200b\u200binsulated corduroy overall for girls
8e1b185e0507,В отличном тех. состоянии. Обоснованный торг уместен.,In excellent tech. condition. Reasonable bargaining is appropriate.
8e1c067b0782,"Сдается квартира с необходимой мебелью, холодильник, ТВ.  Балкон. Рядом остановка, магазины.","Rent an apartment with the necessary furniture, refrigerator, TV. Balcony. Next stop, shops."
8e1cac439443,"костюм мишки без головного убора,только штанишки и кофточка на мальчика  2-2,5 лет,на нас в 3,5 года можно было одеть,в отличном состоянии,одевался один раз на 30 минут","costume bears without a headdress, only panties and blouse for a boy 2-2,5 years old, we could be dressed in 3,5 years, in excellent condition, dressed once for 30 minutes"
8e375e6df269,"Диван темно-коричневый, раскладной, кожзам, в хорошем состоянии./
длинна 1.87м/
ширина 0,9м/
высота 0,85м/
Более подробная информация по телефону.","Sofa dark brown, folding, leatherette, in good condition.\nlength 1.87m /\nwidth 0,9m /\nheight 0,85m /\nMore information on the phone."
8e377731a40b,None,None
8e7cf1d33ed0,"Уютная квартира, во дворе есть садик, недалеко школа. Рядом лес, река Кама.","Cozy apartment, in the courtyard there is a garden, near the school. Near the forest, the river Kama."
8e9034436bb3,"Продаю трехкомнатную квартиру ул.Шишкова д.8 корп. 2, район ТРЦ Жар Птица, ТЦ Отличный, ТЦ Нагорный. Комнаты смежные, на разные стороны, две кладовки. Документы готовы. С ипотекой работаем.","Sale three-room apartment st. Shishkova d.8 bldg. 2, the district of the shopping center Zhar Ptitsa, the shopping center Excellent, shopping center Nagorny. Rooms adjacent, on opposite sides, two pantries. The documents are ready. We work with a mortgage."
8e93c309e9fa,"Уютная, светлая, тёплая 2-х комнатная квартира в благоустроенном районе с удобной транспортной развязкой. Балкон застеклён.","Cozy, bright, warm 2-bedroom apartment in a comfortable area with a convenient traffic junction. The balcony is glazed."
8e9f4baccedb,Любые формы расчета. Теплый пол. Индивидуальное отопление.,Any form of calculation. Warm floor. Individual heating.
8ed4ea4d34a2,Шкаф пенал с зеркалом,Closet pencil case with mirror
8ee08e1f2188,"Мебельная компания Арт Мебель/
 /
Набережные Челны. ТЦ Арзан 2,5 этаж/
 /
 Гарантия на всю мебель от 12 до 36 месяцев./
 /
 Гарантия на матрасы 18 месяцев./
 /
 График работы: 9.30-19.00 без выходных/
 /
 Доставка в день заказа /
 /
 Заказ можно сделать по телефону или у нас в магазине. /
 /
________________________________________________/
 /
 Цвет композиции на фото - Корпус Дуб Венге, фасад Дуб Беленый/
 /
Возможно создание 3D проекта по Вашим размерам комнаты/
 /
Состав композиции по секциям: ШК-842, ШК-830, ТБ-808, АН-807, ПЛ-302, ПЛ-302, ТБ-807, ШК-830, ТБ-808, ШК-842, СТ-301./
Применяемые материалы: корпус ЛДСП, фасад МДФ./
Габаритные размеры: В 2172, Ш 3240, Г 580 мм./
 /
Варианты цветовых решений:/
 /
1) Дуб Сонома/
 /
2) Дуб Пасадена/
 /
3) Дуб Венге/
 /
4) Слива Валлис/
 /
5) Корпус Дуб Венге, фасад Слива Валлис/
 /
6) Корпус Дуб Венге, фасад Дуб Беленый/
 /
7) Корпус Дуб Беленый, фасад Дуб Венге/
 /
8) Слива Валлис, вставка ящика Дуб Венге/
 /
9) Дуб Венге, вставка ящика Дуб Беленый/
 /
10) Дуб Беленый, вставка ящика Дуб Венге/
 /
Подсветка в стоимость не входит (Считается индивидуально от количества стеклянных полок)/
 /
_______________________________________________/
/
Фабричная мебель в большом ассортименте, более 1000 наименований по доступным ценам, в нашем интернет-магазине./
 /
 Адрес сайта и дополнительные контакты в разделе ""Контакты"" на странице магазина на Авито./
 /
Наличие уточняйте по телефону или в магазине.","Furniture company Art Furniture /\n\u00a0/\nNaberezhnye Chelny. SC Arzan 2.5 floor /\n\u00a0/\nGuarantee for all furniture from 12 to 36 months. /\n\u00a0/\nWarranty for mattresses is 18 months. /\n\u00a0/\nWorking hours: 9.30-19.00 without days off /\n\u00a0/\nDelivery in day of order /\n\u00a0/\nOrder can be done by phone or in our store. /\n\u00a0/\n________________________________________________ /\n\u00a0/\nThe color of the composition on the photo - Oak Wenge casing, facade Oak Whitened /\n\u00a0/\nIt is possible to create a 3D project for your room /\n\u00a0/\nComposition of the composition by sections: ShK-842, ShK-830, TB-808, AN-807, PL-302, PL-302, TB-807, SHK-830, TB-808, SHK-842, ST-301.\nMaterials used: chassis of MDF, facade of MDF. /\nOverall dimensions: In 2172, W 3240, D 580 mm. /\n\u00a0/\nColor options: /\n\u00a0/\n1) Oak of Sonoma /\n\u00a0/\n2) Oak of Pasadena /\n\u00a0/\n3) Oak Wenge /\n\u00a0/\n4) Plum Valais /\n\u00a0/\n5) Shell Oak Wenge, the facade of Plum Valais /\n\u00a0/\n6) Shell Oak Wenge, facade Oak Whitened /\n\u00a0/\n7) Shell Oak Whitened, Facade Oak Wenge /\n\u00a0/\n8) Plum Vallis, box insert Oak Wenge /\n\u00a0/\n9) Oak Wenge, box insert Oak Whitened /\n\u00a0/\n10) Oak Bleached, box insert Oak Wenge /\n\u00a0/\nIllumination does not enter into the cost (It is considered individually from the number of glass shelves) /\n\u00a0/\n_______________________________________________ /\n/\nFactory furniture in a large assortment, more than 1000 items at affordable prices, in our online store. /\n\u00a0/\nSite address and additional contacts in the \Contacts\"" section on the store page on Avito. /\n\u00a0/\nCheck availability by phone or in the store."""
8ef0a4709163,"Экокожа,рисунок под рептилию.по заявке.Доставка до5-7дней.другие модели в профиле.","Eco-leather, a picture under the reptile. On application. Delivery to 5-7 days. Other models in the profile."
8efc6c96e196,Продаю куртку демисезон в хорошем состоянии. Рукава .не затерты.,I sell a jacket demisezon in good condition. The sleeves are not rubbed.
8f0c54ee1757,"Продаётся однокомнатная квартира .Отличное предложение квартиры с отделкой.Изолированные комнаты, с/у совмещённый с ванной в кафеле.Квартире сделан евроремонт  из качественных материалов  в  светлых  тонах. Развитая  инфраструктура, /
Рядом трамвай, Магнит. Рассмотрим   все виды ипотеки ,включая военную,  материнский капитал.Звоните расскажу более подробно.","For sale is a one-room apartment. An excellent offer of an apartment with a finish. The rooms are in excellent condition, combined with a bathroom in a cafe. The apartment is renovated with high-quality materials in light colors. Developed infrastructure, /\nNear the tram, Magnet. Consider all types of mortgages, including military, maternity capital. Call me to tell in more detail."
8f5363ecba34,"Отличный микрофон с хорошим качеством записи! Мало пользовались! Характеристики смотрите в интернете. Можно обмен на комп комплектующие, электронику и т.д. Предлагайте, пишите на авито или смс, WhatsApp. Торг.","Excellent microphone with good recording quality! Little use! Characteristics look on the Internet. You can exchange for computer components, electronics, etc. Suggest, write on avito or sms, WhatsApp. Bargain."
8f584370a1bb,Ассиметричная модная длинная клфта с разрезами по бокам до талии.Состояние новое.,Asymmetric fashionable long jacket with cuts on the sides to the waist. The state is new.
8f7bb85bf9eb,"Шток телескопический для задвижек Д 50 - 500. Польша. новые. Размеры 1,75 - 2,50",Rod telescopic for valves D 50 - 500. Poland. new. Dimensions 1.75 - 2.50
8f7cefc09ef5,"Продается отличная двухкомнатная квартира. /
/
Хорошая планировка 97серия./
 /
Большой кваадратный зал, бюьльшая кухня 9 кв.м./
 /
Спальня. Раздельный сан.узел./
 /
Хорошее место. Рядом остановка общественного транспорта./
 /
Ключи в день сделки./
/
Документы готовы. /
 /
 ","Excellent two-room apartment for sale. /\n/\nGood planning 97 series. /\n\u00a0/\nLarge quadruple room, large kitchen 9 sq.m. /\n\u00a0/\nBedroom. Separate WC /\n\u00a0/\nA good place. There is a public transport stop nearby.\n\u00a0/\nKeys on the day of the transaction. /\n/\nThe documents are ready. /\n\u00a0/\n"
8f84bff11d06,"Высотные работы любой сложности за адекватные цены . Монтаж демонтаж рекламы , кронирование , высотный клининг , лифтинг( подъем груза на высоту) , герметизация межпанельных швов , окраска зданий и сооружений. Работаем с организациями по безналу. Выезд специалиста для оценки бесплатно.","High-altitude work of any complexity for adequate prices. Installation dismantling of advertising, kroning, high-altitude cleaning, lifting (lifting cargo to the height), sealing inter-panel joints, painting of buildings and structures. We work with organizations by bank transfer. Departure specialist for evaluation free of charge."
8faa7b073b7f,в нашем магазине имеется бесплатная доставка от 500 руб.,in our store there is a free delivery from 500 rubles.
8fc4b9361128,"Продается просторная трехкомнатная квартира по цене на 200 000 ниже чем у застройщика./
Черновая отделка. Дом сдается май-июнь 2017 года./
Возможна ипотека и мат капитал.","For sale a spacious three-room apartment at a price of 200,000 less than the developer. /\nRough finishing. The house is for rent in May-June 2017. /\nMortgage and mat capital are possible."
902f0ea19f9c,"Новые кроссовки, ни разу не одевались. Заказывала по сайту, 37 размер, но маломерки, оказались малы. В реале на размер 36. Цвет черный, фиолетовый, мятный.","New sneakers, never dressed. Ordered on the site, 37 size, but malomerki, were small. In real life on size 36. Color black, purple, mint."
90322717fdcf,Страдивариус.натуральная кожа.,Stradivarius.natural skin.
9051bfd5fb4f,"Кондиционер в идеальном  состоянии как новый . Тепло холод , на 30 м.кв. Можем помочь с установкой .","Conditioner in perfect condition as new. Heat is cold, at 30 square meters. We can help with the installation."
90552cb7e883,"Совершенно новый, не разу не использовали, аппарат дорогой, продаю по причине ненадобности.","Brand new, never used, the device is expensive, I sell because it is useless."
90576f5bfcbd,"Всем добрый день наш цех по изготовлению полуфабрикатов, предлагает Вам свою продукцию: пельмени свинина говядина 195р. свинина курица 150р. свинные 180р. хинкали по грузински не сильно острые 195р. острые 180р. манты свинина говядина 190р. с добавлением курицы 170р. котлеты свинина говядина 205р. свинина говядина курица 175р. котлеты с добавлением картофеля 180р. куриные с добавлением свинины 160р. алатау(свинина говядина масло сливочное)210р. хашаны сдобавлением капусты 150р. мясо капустные пельмени 160р мясо картофельные 160р. тефтели 180р. фрикадельки 200р. голубцы в листе 175р. ленивые голубцы 175р. перец фаршированный 180р. вареникис картофелем 90р. с капустой 60р. с творогом соленые и сладкие 110р. творог с луком 100р. чебуреки 25р. беляши 18р.","Good afternoon, our shop for the production of semi-finished products, offers you its products: pelmeni pork beef 195r. pork chicken 150r. pork. khinkali in Georgian is not very sharp 195r. sharp 180r. manti pork beef 190r. with the addition of chicken 170r. cutlets pork beef 205r. pork beef chicken 175r. Cutlets with the addition of potatoes 180r. chicken with the addition of pork 160r. alatau (pork beef butter) 210r. hashany with cabbage 150p. meat cabbage dumplings 160p meat potatoes 160r. meatballs 180r. meatballs 200r. cabbage rolls in a sheet of 175r. lazy cabbage rolls. pepper stuffed 180r. varenikis with potatoes 90r. with cabbage 60r. with cottage cheese salted and sweet 110R. cottage cheese with onion 100r. chebureki 25r. Belyasha 18p."
905e5d53f314,None,None
9064f43d96d8,"Продам женские туфли, одеты один раз на праздник, р 40","Selling women's shoes, dressed once for a holiday, p 40"
9076672c1317,"Шпаклёвка по штукатурке, гипсокартону и другим поверхностям; подготовка поверхности со стеклохолстом и флизелином; покраска, проклейка обоев.","Plastering on plaster, plasterboard and other surfaces; preparation of the surface with fiberglass and non-woven fabric; painting, wallpaper sizing."
909109d4423d,"Очень красивая туника. Новая, только примерялась. Р-р 44. Карманы - обманки. Смотрится очень стильно. 700 руб., торг уместен.","Very beautiful tunic. New, just trying. R-p 44. Pockets - blende. It looks very stylish. 700 rubles., Trading is appropriate."
9092c1692902,None,None
90a32381f322,"Продам куртку размер 42-44. В отличном состоянии, наполнитель пух.","I'm selling a jacket size 42-44. In excellent condition, filler fluff."
90a5e5157cdb,None,None
90b1b9990a47,Уход на дому за инвалидом или пожилым человеком круглосуточно.опыт10лет.,Care at home for a disabled person or an elderly person around the clock. 10 years experience.
90b7ab7b9087,Наращивание ресниц поштучное. Отступ есть! склеек нет! Клей качественный и ресницы не чувствуются на глазах. Делаю очень аккуратно и свои реснички не портятся. Дипломированный специалист.,Eyelash extensions piece by piece. Indenting is! gluing is not present! Glue quality and eyelashes are not felt on eyes. I do very carefully and my cilia do not deteriorate. Certified specialist.
90bcc1f38525,"Выполню работы по отделке.шпаклевка штукатурка стяжка. Откосы.гипсокартон.плитка ламинат линоилеум.обои.покраска.мелкие работы с эллектрикой и сантехникой.адекватные цены.звоним/
Русский",I'll do the finishing work. Putty plaster screed. Slopes. Gypsum plasterboard. Laminate laminate.\nRussian
90c2d3caafab,"Сдается мебелированная квартира,порядочным людям.","Rent a furnished apartment, decent people."
90c3518375a0,"Состояние отличное, не порваны, подошва целая, размер 31, по стельке-20,5см. Удобные, легкие, вместо шнурков резиночки(не будут развязываться), на узкую ножку. Район Сити Молла.","Condition excellent, not torn, sole whole, size 31, along the insole-20.5 cm. Comfortable, light, instead of shoelaces (will not untie), on a narrow leg. City Molla area."
90dd73789aa2,"Продам таунхаус в п. Знаменский (Карасунский округ г. Краснодара). ИЖС. 100 кв.м., 1 сотка. 2 этажа. Планирвка: на первом этаже гостиная, кухня, хол и сан узел. На втором - две спальни и сан узел. Предчистовая отделка. Все коммуникации центральные, в том числе сетевой газ. Есть въездная зона. Роллетные ворота. Остановка общественного транспорта в 100 метрах.","Selling a townhouse in the village of Znamensky (Karasunsky district of Krasnodar). IZhS. 100 sq.m., 1 weave. 2 floors. Plans: on the first floor there is a living room, a kitchen, a bathroom and a bathroom. On the second floor there are two bedrooms and a bathroom. Predchistovaya finishing. All communications are central, including network gas. There is an entrance zone. Rolling gates. Public transport stops 100 meters away."
90ea0755b3cd,"Размер 50 /
Район Черемушки /
Бываем в П.Яблоновский /
См профиль",The size of 50 /\nDistrict Cheryomushki /\nWe are in P. Yablonovsky /\nSm profile
90f009b1473e,"Продам шпальный недостроенный дом (фундамент, коробка, крыша, перегородки), газ, свет, и дом и участок в собственности","Selling sleepy unfinished house (foundation, box, roof, partitions), gas, light, and the house and plot in the property"
90f52e44bf5d,"Платье хорошо тянется,ношено мало.","The dress goes well, but it is not enough."
9111201e7964,"Ботиночки на теплую весну（внутри хб подклад） ,удобные （липучка и замочек ）и модные！брали в Детском мире за 1399р на первые шаги, поэтому ходили мало－ один сезон, носки немного сбиты,  это нормально.в остальном ботинки  в отл состоянии","Boots for the warm spring (inside the hub lining), comfortable (velcro and lock) and fashionable! Took in the Children's World for 1399r for the first steps, so they walked a little, one season, the socks were slightly knocked down, it's ok. The rest of the boots are in excellent condition"
9129bcef0f9e,Подстаканник +стакан. Эмаль.,A glass-holder + glass. Enamel.
912bdcce7af9,Слинг-май для детей от 4 мес до 2х лет,Sling May for children from 4 months to 2 years
9153e2f92a35,чехол для iphone 6s новый,case for iphone 6s new
915bc1a516f4,None,None
